publishing_year,book_name,author,language_code,author_rating,book_average_rating,book_ratings_count,genre,publisher,book_id
2005,The Twilight Saga,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",,Intermediate,3.88,89204,genre fiction,Penguin Group (USA) LLC,461
2012,Tell the Wolves I'm Home,Carol Rifka Brunt,eng,Excellent,4.04,85582,genre fiction,"Amazon Digital Services,  Inc.",462
1972,All Creatures Great And Small,James Herriot,eng,Excellent,4.31,64779,genre fiction,"Amazon Digital Services,  Inc.",463
2011,The Unbecoming of Mara Dyer,Michelle Hodkin,eng,Excellent,4.09,83847,fiction,Macmillan,464
1997,Three to Get Deadly,Janet Evanovich,en-US,Excellent,4.14,113400,genre fiction,Hachette Book Group,465
1905,The Scarlet Pimpernel,Emmuska Orczy,eng,Excellent,4.06,93217,fiction,Hachette Book Group,466
1971,The Monster at the End of This Book,"Jon Stone, Michael J. Smollin",eng,Famous,4.45,102184,genre fiction,"Amazon Digital Services,  Inc.",467
1972,Tales of a Fourth Grade Nothing,Judy Blume,eng,Excellent,4.09,106435,genre fiction,Penguin Group (USA) LLC,468
2012,Shadow and Bone,Leigh Bardugo,eng,Excellent,4.05,135225,fiction,"Amazon Digital Services,  Inc.",469
2009,Het diner,"Herman Koch, Sam Garrett",eng,Novice,3.22,74979,genre fiction,"Amazon Digital Services,  Inc.",470
2013,Champion,Marie Lu,eng,Excellent,4.37,114623,nonfiction,Simon and Schuster Digital Sales Inc,471
1985,Contact,Carl Sagan,eng,Excellent,4.11,90917,genre fiction,Random House LLC,472
2011,Lola and the Boy Next Door,Stephanie Perkins,en-US,Intermediate,4.0,108370,genre fiction,"Amazon Digital Services,  Inc.",473
1999,White Teeth,Zadie Smith,en-US,Intermediate,3.75,82474,fiction,"Amazon Digital Services,  Inc.",474
2012,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"Chris Kyle, Scott McEwen, Jim DeFelice",eng,Intermediate,3.97,61422,genre fiction,Macmillan,475
2004,My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,en-GB,Intermediate,3.79,83607,nonfiction,Simon and Schuster Digital Sales Inc,476
2011,The Power of Six,Pittacus Lore,eng,Excellent,4.17,97938,fiction,Macmillan,477
2013,The Interestings,Meg Wolitzer,eng,Intermediate,3.54,76566,genre fiction,HarperCollins Publishers,478
2011,David and Goliath,Malcolm Gladwell,eng,Intermediate,3.9,90083,nonfiction,Random House LLC,362
1988,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,en-US,Famous,4.65,93001,genre fiction,"Amazon Digital Services,  Inc.",479
2008,People of the Book,Geraldine Brooks,eng,Intermediate,4.0,95796,genre fiction,Penguin Group (USA) LLC,480
2012,The Secret Keeper,Kate Morton,,Excellent,4.13,89460,genre fiction,HarperCollins Publishers,481
1953,Better Homes & Gardens New Cook Book,Better Homes and Gardens,,Excellent,4.14,93640,nonfiction,"Amazon Digital Services,  Inc.",482
1984,"So Long, and Thanks for All the Fish",Douglas Adams,eng,Excellent,4.08,93774,genre fiction,HarperCollins Publishers,483
1927,Der Steppenwolf: ErzÃ¤hlung,"Hermann Hesse, Basil Creighton",eng,Excellent,4.11,80769,fiction,"Amazon Digital Services,  Inc.",484
2001,The Surgeon,Tess Gerritsen,en-GB,Excellent,4.1,89468,nonfiction,Random House LLC,485
2012,The Girl You Left Behind,Jojo Moyes,eng,Intermediate,3.95,80991,genre fiction,Random House LLC,486
1996,Royal Assassin,Robin Hobb,eng,Excellent,4.21,82608,fiction,"Amazon Digital Services,  Inc.",487
1953,Childhood's End,Arthur C. Clarke,en-US,Excellent,4.09,87141,genre fiction,"Amazon Digital Services,  Inc.",488
2004, The Tale of Despereaux,"Kate DiCamillo, Timothy Basil Ering",en-US,Intermediate,4.0,113066,genre fiction,Penguin Group (USA) LLC,489
2007,"Animal, Vegetable, Miracle: A Year of Food Life","Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",en-US,Excellent,4.03,83881,genre fiction,"Amazon Digital Services,  Inc.",490
2014,Heir of Fire,Sarah J. Maas,eng,Famous,4.53,123843,genre fiction,Hachette Book Group,491
1994,,Robert Jordan,eng,Excellent,4.1,91046,fiction,Hachette Book Group,492
2009,The Sweetness at the Bottom of the Pie,Alan Bradley,eng,Intermediate,3.81,99841,genre fiction,Penguin Group (USA) LLC,493
2003,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,en-US,Intermediate,3.92,82090,genre fiction,"Amazon Digital Services,  Inc.",494
2005,A Breath of Snow and Ashes,Diana Gabaldon,eng,Famous,4.43,87098,nonfiction,Penguin Group (USA) LLC,495
2014,The Blood of Olympus,Rick Riordan,eng,Famous,4.41,110719,genre fiction,"Amazon Digital Services,  Inc.",496
2016,Truly Madly Guilty,Liane Moriarty,eng,Intermediate,3.55,90477,genre fiction,"Amazon Digital Services,  Inc.",497
2012,"Saga, Volume One","Brian K. Vaughan, Fiona Staples",eng,Excellent,4.25,131906,genre fiction,"Amazon Digital Services,  Inc.",498
2011,The Art of Fielding,Chad Harbach,eng,Intermediate,3.99,81712,genre fiction,"Amazon Digital Services,  Inc.",499
1964,A Moveable Feast,Ernest Hemingway,eng,Excellent,4.04,69992,genre fiction,Penguin Group (USA) LLC,500
2006,Fablehaven,Brandon Mull,eng,Excellent,4.08,99390,genre fiction,Random House LLC,501
2000,The Wide Window,"Lemony Snicket, Brett Helquist",eng,Intermediate,3.91,118624,genre fiction,"Amazon Digital Services,  Inc.",502
2001,Grave Peril,Jim Butcher,eng,Excellent,4.18,97736,nonfiction,"Amazon Digital Services,  Inc.",503
2007,Einstein. His Life and Universe,Walter Isaacson,eng,Excellent,4.08,71156,nonfiction,"Amazon Digital Services,  Inc.",504
2011,Effortless,S.C. Stephens,eng,Excellent,4.37,83085,genre fiction,"Amazon Digital Services,  Inc.",505
1998,The Street Lawyer,John Grisham,eng,Intermediate,3.81,80577,genre fiction,Random House LLC,506
1976,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,eng,Intermediate,3.79,92980,nonfiction,Hachette Book Group,507
2009,Pride and Prejudice and Zombies,"Seth Grahame-Smith, Jane Austen",eng,Novice,3.28,103995,genre fiction,"Amazon Digital Services,  Inc.",508
2013,Lets Explore Diabetes with Owls,David Sedaris,eng,Intermediate,3.8,81616,genre fiction,Macmillan,509
1868,Ð˜Ð´Ð¸Ð¾Ñ‚,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",eng,Excellent,4.18,74642,fiction,Penguin Group (USA) LLC,510
1987,Dirk Gently's Holistic Detective Agency,Douglas Adams,en-US,Intermediate,3.97,89569,nonfiction,"Amazon Digital Services,  Inc.",511
2008,Rodrick Rules,Jeff Kinney,en-US,Excellent,4.1,91831,genre fiction,"Amazon Digital Services,  Inc.",512
2015,Why Not Me?,Mindy Kaling,eng,Intermediate,3.89,74199,genre fiction,Random House LLC,513
2014,Four: A Divergent Collection,Veronica Roth,eng,Excellent,4.1,97058,fiction,"Amazon Digital Services,  Inc.",514
2015,Modern Romance,"Aziz Ansari, Eric Klinenberg",eng,Intermediate,3.85,94231,genre fiction,"Amazon Digital Services,  Inc.",515
2012,The One and Only Ivan,"Katherine Applegate, Patricia Castelao",eng,Excellent,4.24,85136,genre fiction,"Amazon Digital Services,  Inc.",516
1997,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,en-US,Excellent,4.07,45382,genre fiction,Hachette Book Group,517
2005,Elantris,Brandon Sanderson,eng,Excellent,4.17,95950,genre fiction,Simon and Schuster Digital Sales Inc,518
2008,The Knife of Never Letting Go,Patrick Ness,eng,Intermediate,3.96,99638,genre fiction,"Amazon Digital Services,  Inc.",519
1998,One Thousand White Women: The Journals of May Dodd,Jim Fergus,eng,Intermediate,3.88,84367,genre fiction,"Amazon Digital Services,  Inc.",520
2009,Handle with Care,Jodi Picoult,eng,Intermediate,3.96,90138,fiction,HarperCollins Publishers,521
2004,Song of Susannah,"Stephen King, Darrel Anderson",eng,Intermediate,3.98,84957,genre fiction,"Amazon Digital Services,  Inc.",522
2012,Reached,Ally Condie,,Intermediate,3.56,109290,genre fiction,"Amazon Digital Services,  Inc.",523
1981,Midnight's Children,Salman Rushdie,eng,Intermediate,3.99,75502,nonfiction,"Amazon Digital Services,  Inc.",524
2004,The Zombie Survival Guide: Complete Protection from the Living Dead,Max Brooks,eng,Intermediate,3.86,82535,genre fiction,"Amazon Digital Services,  Inc.",525
1999,The Testament,John Grisham,,Intermediate,3.83,80377,nonfiction,Random House LLC,526
1930,Murder at the Vicarage,Agatha Christie,eng,Excellent,4.03,93963,nonfiction,HarperCollins Publishing,527
1998,Among the Hidden ,Margaret Peterson Haddix,eng,Intermediate,3.97,94478,genre fiction,HarperCollins Publishers,528
2007,In Defense of Food: An Eater's Manifesto,Michael Pollan,en-US,Excellent,4.07,80434,genre fiction,"Amazon Digital Services,  Inc.",529
1958,The Witch of Blackbird Pond,Elizabeth George Speare,en-US,Intermediate,3.97,105770,nonfiction,Penguin Group (USA) LLC,530
2015,The Heir,Kiera Cass,eng,Intermediate,3.85,111044,genre fiction,"Amazon Digital Services,  Inc.",531
2002,Shopaholic Ties the Knot,Sophie Kinsella,eng,Intermediate,3.77,88139,genre fiction,"Amazon Digital Services,  Inc.",532
1859,The Woman in White,"Wilkie Collins, Matthew Sweet",eng,Intermediate,3.98,93134,genre fiction,"Amazon Digital Services,  Inc.",533
2015,Career of Evil,"Robert Galbraith, J.K. Rowling",eng,Excellent,4.21,66979,genre fiction,Penguin Group (USA) LLC,534
2009,The Summer I Turned Pretty,Jenny Han,en-US,Intermediate,3.96,104730,genre fiction,"Amazon Digital Services,  Inc.",535
1998,Four to Score ,Janet Evanovich,en-US,Excellent,4.17,106871,genre fiction,"Amazon Digital Services,  Inc.",536
1996,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,en-US,Excellent,4.06,80906,genre fiction,"Amazon Digital Services,  Inc.",537
2009,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance","Steven D. Levitt, Stephen J. Dubner",en-US,Intermediate,3.95,85006,genre fiction,Penguin Group (USA) LLC,538
2006,Darkfever,Karen Marie Moning,eng,Excellent,4.14,110812,genre fiction,Penguin Group (USA) LLC,539
1995,Stone of Tears,Terry Goodkind,en-US,Excellent,4.1,83235,genre fiction,Penguin Group (USA) LLC,540
2010,Heart of the Matter,Emily Giffin,en-US,Intermediate,3.73,83461,genre fiction,Simon and Schuster Digital Sales Inc,541
1847,Vanity Fair: A Novel Without a Hero,"William Makepeace Thackeray, John Carey",eng,Intermediate,3.76,91323,genre fiction,"Amazon Digital Services,  Inc.",542
1959,The Sirens of Titan,Kurt Vonnegut Jr.,en-GB,Excellent,4.16,72493,genre fiction,"Amazon Digital Services,  Inc.",543
1992,Dolores Claiborne,"Stephen King, Dominique Dill",fre,Intermediate,3.81,71053,genre fiction,"Amazon Digital Services,  Inc.",544
2016,The Nest,Cynthia D'Aprix Sweeney,eng,Novice,3.45,79762,nonfiction,"Amazon Digital Services,  Inc.",545
2001,"Fables, Volume 1: Legends in Exile","Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",eng,Intermediate,3.99,101016,genre fiction,Penguin Group (USA) LLC,546
2001,Getting Things Done: How To Achieve Stress-free Productivity,David    Allen,en-GB,Intermediate,3.98,75665,genre fiction,"Amazon Digital Services,  Inc.",547
1993,The Celestine Prophecy,James Redfield,en-US,Intermediate,3.6,72675,genre fiction,Penguin Group (USA) LLC,548
2012,My Life Next Door ,Huntley Fitzpatrick,eng,Excellent,4.02,102012,genre fiction,Simon and Schuster Digital Sales Inc,549
2012,Winter of the World,Ken Follett,eng,Excellent,4.29,71971,nonfiction,HarperCollins Publishing,550
2013,"è‰²å½©ã‚’æŒãŸãªã„å¤šå´Žã¤ãã‚‹ã¨ã€å½¼ã®å·¡ç¤¼ã®å¹´ [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi]","Haruki Murakami, Philip Gabriel",eng,Intermediate,3.82,67873,fiction,"Amazon Digital Services,  Inc.",551
1999,Lucky,Alice Sebold,eng,Intermediate,3.77,77462,children,"Amazon Digital Services,  Inc.",552
1927,To The Lighthouse ,Virginia Woolf,eng,Intermediate,3.76,83066,genre fiction,Macmillan,553
2004,Five Point Someone: What Not to Do at IIT,Chetan Bhagat,en-GB,Novice,3.43,67438,genre fiction,"Amazon Digital Services,  Inc.",554
1993,Guilty Pleasures,Laurell K. Hamilton,eng,Excellent,4.02,104252,genre fiction,"Amazon Digital Services,  Inc.",555
2002,The Messenger,Markus Zusak,en-US,Excellent,4.09,93119,genre fiction,"Amazon Digital Services,  Inc.",556
1874,Far from the Madding Crowd,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",eng,Intermediate,3.92,87427,genre fiction,HarperCollins Publishers,557
1987,Equal Rites,Terry Pratchett,eng,Intermediate,4.0,88673,genre fiction,"Amazon Digital Services,  Inc.",558
2000,House of Leaves,Mark Z. Danielewski,eng,Excellent,4.13,75469,genre fiction,"Amazon Digital Services,  Inc.",559
1993,Cruel & Unusual,Patricia Cornwell,nl,Excellent,4.11,83695,genre fiction,"Amazon Digital Services,  Inc.",560
2013,Sycamore Row,John Grisham,eng,Intermediate,3.98,56315,genre fiction,Penguin Group (USA) LLC,561
2011,Awakened,"P.C. Cast, Kristin Cast",en-US,Excellent,4.02,101234,genre fiction,Hachette Book Group,562
1918,My Ãntonia,Willa Cather,eng,Intermediate,3.76,81102,genre fiction,"Amazon Digital Services,  Inc.",563
2006,Life As We Knew It,Susan Beth Pfeffer,eng,Intermediate,3.89,94282,nonfiction,"Amazon Digital Services,  Inc.",564
2004,America (The Book): A Citizen's Guide to Democracy Inaction,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",eng,Excellent,4.02,74511,nonfiction,Random House LLC,565
2004,90 Minutes in Heaven,"Don Piper, Cecil Murphey",,Intermediate,3.91,67937,genre fiction,"Amazon Digital Services,  Inc.",566
2012,The Longest Ride,Nicholas Sparks,eng,Excellent,4.14,71276,genre fiction,"Amazon Digital Services,  Inc.",567
-300,é“å¾·ç¶“ [dÃ o dÃ© jÄ«ng],"Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe",eng,Excellent,4.31,39863,genre fiction,Penguin Group (USA) LLC,568
1979,Kane and Abel,Jeffrey Archer,en-US,Excellent,4.27,74052,fiction,"Amazon Digital Services,  Inc.",569
2008,Change of Heart,Jodi Picoult,en-US,Intermediate,3.91,86471,genre fiction,Simon and Schuster Digital Sales Inc,570
2003,Dry: A Memoir,Augusten Burroughs,eng,Excellent,4.01,70550,children,"Amazon Digital Services,  Inc.",571
2001,Sam's Letters To Jennifer,James Patterson,,Excellent,4.15,77538,genre fiction,Hachette Book Group,572
2015,Grey,E.L. James,en-GB,Intermediate,3.76,75320,genre fiction,Hachette Book Group,573
1969,Dune Messiah ,Frank Herbert,eng,Intermediate,3.86,82580,genre fiction,"Amazon Digital Services,  Inc.",574
1945,The Great Divorce,C.S. Lewis,en-US,Excellent,4.28,75031,fiction,Penguin Group (USA) LLC,575
2004,Little Earthquakes,Jennifer Weiner,,Intermediate,3.76,77592,nonfiction,Random House LLC,576
1835,Eventyr og historier,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",eng,Excellent,4.28,90999,genre fiction,"Amazon Digital Services,  Inc.",577
2009,New Moon: The Complete Illustrated Movie Companion,Mark Cotta Vaz,en-US,Excellent,4.34,82399,genre fiction,Penguin Group (USA) LLC,578
2014,Maybe Someday,Colleen Hoover,eng,Excellent,4.33,81707,genre fiction,Random House LLC,579
1999,Mr Maybe,Jane Green,eng,Novice,3.41,78132,genre fiction,"Amazon Digital Services,  Inc.",580
1915,Anne of the Island,L.M. Montgomery,eng,Excellent,4.21,97049,genre fiction,Random House LLC,581
1883,Also sprach Zarathustra,"Friedrich Nietzsche, Walter Kaufmann",eng,Excellent,4.05,65362,genre fiction,Penguin Group (USA) LLC,582
1854,North and South,"Elizabeth Gaskell, Alan Shelston",eng,Excellent,4.13,95274,genre fiction,"Amazon Digital Services,  Inc.",583
2011,A Stolen Life,Jaycee Dugard,en-US,Intermediate,3.89,72713,fiction,"Amazon Digital Services,  Inc.",584
2010,The Immortals of Meluha,Amish Tripathi,eng,Intermediate,4.0,62784,genre fiction,"Amazon Digital Services,  Inc.",585
1995,The Lost World,Michael Crichton,eng,Intermediate,3.72,83389,genre fiction,"Amazon Digital Services,  Inc.",586
2013,Requiem,Lauren Oliver,eng,Intermediate,3.74,100593,genre fiction,"Amazon Digital Services,  Inc.",587
1996,A Crown of Swords,Robert Jordan,eng,Intermediate,4.0,86421,nonfiction,"Amazon Digital Services,  Inc.",588
-560,Aesopica,"Aesop, Laura Harris, Laura Gibbs",eng,Excellent,4.05,88508,genre fiction,"Amazon Digital Services,  Inc.",589
1985,Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,eng,Excellent,4.18,71095,genre fiction,Penguin Group (USA) LLC,590
2012,Finale,Becca Fitzpatrick,eng,Excellent,4.22,107569,genre fiction,Penguin Group (USA) LLC,591
1985,Skeleton Crew,Stephen King,eng,Intermediate,3.93,82320,genre fiction,Random House LLC,592
2002,Lullaby,Chuck Palahniuk,,Intermediate,3.73,66713,genre fiction,Hachette Book Group,593
2009,Two States,Chetan Bhagat,eng,Intermediate,3.42,67866,genre fiction,"Amazon Digital Services,  Inc.",594
2005,ãƒ´ã‚¡ãƒ³ãƒ‘ã‚¤ã‚¢é¨Žå£« 1,"Matsuri Hino, Tomo Kimura",eng,Excellent,4.1,89733,nonfiction,"Amazon Digital Services,  Inc.",595
2002,Summer Knight,Jim Butcher,eng,Excellent,4.3,91012,genre fiction,"Amazon Digital Services,  Inc.",596
1968,Dragonflight,"Anne McCaffrey, Teodor PanasiÅ„ski",eng,Excellent,4.1,95378,genre fiction,"Amazon Digital Services,  Inc.",597
2007,"The History of the Hobbit, Part One: Mr. Baggins","John D. Rateliff, J.R.R. Tolkien",eng,Intermediate,3.81,108399,genre fiction,"Amazon Digital Services,  Inc.",598
2014,Ugly Love,Colleen Hoover,eng,Excellent,4.3,107583,genre fiction,Random House LLC,599
1998,Chocolat,Joanne Harris,eng,Intermediate,3.95,84770,nonfiction,"Amazon Digital Services,  Inc.",600
1977,The Amityville Horror,Jay Anson,eng,Intermediate,3.82,80959,genre fiction,Hachette Book Group,601
1992,The English Patient,Michael Ondaatje,,Intermediate,3.88,83741,genre fiction,"Amazon Digital Services,  Inc.",602
2012,Gabriel's Rapture,Sylvain Reynard,eng,Excellent,4.22,91213,genre fiction,"Amazon Digital Services,  Inc.",603
1914,Dubliners,"James Joyce, Jeri Johnson",eng,Intermediate,3.85,73140,fiction,Random House LLC,604
2009,Let the Great World Spin,Colum McCann,en-US,Intermediate,3.93,71515,genre fiction,"Amazon Digital Services,  Inc.",605
2003,The Eternity Code,Eoin Colfer,eng,Excellent,4.04,94437,fiction,"Amazon Digital Services,  Inc.",606
2001,Tell No One,Harlan Coben,eng,Excellent,4.11,78070,genre fiction,"Amazon Digital Services,  Inc.",607
1987,The Tommyknockers,Stephen King,eng,Famous,3.48,89262,genre fiction,"Amazon Digital Services,  Inc.",608
2010,Hex Hall,Rachel Hawkins,eng,Intermediate,3.96,109881,fiction,"Amazon Digital Services,  Inc.",609
2010,Steal Like an Artist,Austin Kleon,en-US,Intermediate,3.86,93625,genre fiction,"Amazon Digital Services,  Inc.",610
1999,Cryptonomicon,Neal Stephenson,eng,Excellent,4.25,72683,children,Random House LLC,611
2013,Beautiful Bastard,Christina Lauren,eng,Excellent,4.05,111668,genre fiction,"Amazon Digital Services,  Inc.",612
2000,Prodigal Summer,Barbara Kingsolver,en-US,Intermediate,3.98,78529,genre fiction,Simon and Schuster Digital Sales Inc,613
1996,We Were the Mulvaneys,Joyce Carol Oates,eng,Intermediate,3.7,77251,genre fiction,Hachette Book Group,614
1993,Understanding Comics: The Invisible Art,Scott McCloud,en-US,Intermediate,3.98,77277,nonfiction,"Amazon Digital Services,  Inc.",615
2010,Beautiful Darkness,"Kami Garcia, Margaret Stohl",en-US,Intermediate,3.84,95447,nonfiction,HarperCollins Publishers,616
2011,The Psychopath Test,Jon Ronson,eng,Intermediate,3.91,44097,genre fiction,Macmillan,617
2005,Vanishing Acts,Jodi Picoult,en-US,Intermediate,3.68,79662,genre fiction,Random House LLC,618
1995,Absolute Power,David Baldacci,eng,Excellent,4.15,72481,genre fiction,Macmillan,619
2000,Hot Six,Janet Evanovich,eng,Excellent,4.18,99329,genre fiction,"Amazon Digital Services,  Inc.",620
2012,The Time Keeper,Mitch Albom,eng,Intermediate,3.85,72277,genre fiction,"Amazon Digital Services,  Inc.",621
2006,A Dirty Job,Christopher Moore,en-US,Excellent,4.08,78523,nonfiction,"Amazon Digital Services,  Inc.",622
2003,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,en-US,Excellent,4.24,66406,genre fiction,"Amazon Digital Services,  Inc.",623
2003,The Amulet of Samarkand,Jonathan Stroud,en-US,Intermediate,3.99,86062,genre fiction,"Amazon Digital Services,  Inc.",624
2007,I Am America (And So Can You!),"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",en-US,Intermediate,3.91,71023,genre fiction,Penguin Group (USA) LLC,625
1981,The One Minute Manager,"Kenneth H. Blanchard, Spencer Johnson",en-US,Intermediate,3.85,70241,children,"Amazon Digital Services,  Inc.",626
1958,Exodus,Leon Uris,eng,Excellent,4.33,77258,genre fiction,Random House LLC,627
1994,Stones from the River,Ursula Hegi,en-GB,Excellent,4.07,80056,genre fiction,"Amazon Digital Services,  Inc.",628
1939,The Big Sleep,Raymond Chandler,eng,Excellent,4.04,84489,genre fiction,"Amazon Digital Services,  Inc.",629
1945,Cannery Row ,John Steinbeck,eng,Excellent,4.02,81598,genre fiction,HarperCollins Publishers,630
2011,Seriously...I'm Kidding,Ellen DeGeneres,en-US,Intermediate,3.72,74358,genre fiction,Hachette Book Group,631
2000,The Miserable Mill,"Lemony Snicket, Brett Helquist",en-US,Intermediate,3.83,101325,genre fiction,Penguin Group (USA) LLC,632
2012,The Snow Child,Eowyn Ivey,eng,Intermediate,3.95,72328,genre fiction,"Amazon Digital Services,  Inc.",633
2013,Wait for You,"J. Lynn, Jennifer L. Armentrout",eng,Excellent,4.19,106236,genre fiction,"Amazon Digital Services,  Inc.",634
2009,The Last Straw,Jeff Kinney,eng,Excellent,4.11,82518,genre fiction,"Amazon Digital Services,  Inc.",635
1308,La Divina Commedia,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",eng,Excellent,4.06,74130,genre fiction,"Amazon Digital Services,  Inc.",636
1982,The Tao of Pooh,"Benjamin Hoff, Ernest H. Shepard",eng,Excellent,4.01,69975,genre fiction,HarperCollins Publishers,637
2012,Onyx,Jennifer L. Armentrout,eng,Excellent,4.33,111448,genre fiction,Random House LLC,638
2013,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,eng,Excellent,4.28,109183,genre fiction,"Amazon Digital Services,  Inc.",639
2003,The Birth of Venus,Sarah Dunant,en-US,Intermediate,3.79,78129,genre fiction,"Amazon Digital Services,  Inc.",640
2005,The Opal Deception,Eoin Colfer,eng,Excellent,4.04,95638,genre fiction,"Amazon Digital Services,  Inc.",641
2015,Det som inte dÃ¶dar oss,"David Lagercrantz, Stieg Larsson, George Goulding",eng,Intermediate,3.73,53751,genre fiction,Random House LLC,642
2016,The Girls,Emma Cline,eng,Novice,3.49,76761,genre fiction,Random House LLC,643
2003,The Goose Girl,Shannon Hale,en-US,Excellent,4.18,92952,genre fiction,Simon and Schuster Digital Sales Inc,644
2001,Mystic River,Dennis Lehane,en-US,Excellent,4.19,86103,genre fiction,Random House LLC,645
2010,Warm Bodies,Isaac Marion,,Intermediate,3.93,66381,genre fiction,"Amazon Digital Services,  Inc.",646
1881,The Prince and the Pauper,"Mark Twain, Everett H. Emerson",eng,Intermediate,3.84,84682,genre fiction,Random House LLC,647
1966,The Moon is a Harsh Mistress,Robert A. Heinlein,eng,Excellent,4.17,80366,genre fiction,Penguin Group (USA) LLC,648
2010,The Forty Rules of Love,"Elif Shafak, Ø¥Ù„ÙŠÙ Ø´Ø§ÙØ§Ù‚, Ø§Ø±Ø³Ù„Ø§Ù† ÙØµÛŒØ­ÛŒ, Ù…Ø­Ù…Ø¯ Ø¯Ø±ÙˆÙŠØ´",eng,Excellent,4.17,35283,genre fiction,"Amazon Digital Services,  Inc.",649
1999,High Five,Janet Evanovich,eng,Excellent,4.17,92737,children,"Amazon Digital Services,  Inc.",650
2013,Joyland,Stephen King,eng,Intermediate,3.9,75018,genre fiction,"Amazon Digital Services,  Inc.",651
2010,é€²æ’ƒã®å·¨äºº 1,"Hajime Isayama, Sheldon Drzka",eng,Famous,4.42,82565,genre fiction,"Amazon Digital Services,  Inc.",652
1933,Tender Is the Night,F. Scott Fitzgerald,en-US,Intermediate,3.83,79008,genre fiction,"Amazon Digital Services,  Inc.",653
1984,Cold Sassy Tree,Olive Ann Burns,,Intermediate,3.99,82281,genre fiction,Random House LLC,654
1945,The Glass Menagerie,Tennessee Williams,eng,Intermediate,3.67,90032,nonfiction,"Amazon Digital Services,  Inc.",655
2011,L'amica geniale,"Elena Ferrante, Ann Goldstein",eng,Intermediate,3.88,64637,nonfiction,Random House LLC,656
2007,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,eng,Intermediate,3.84,66129,genre fiction,"Amazon Digital Services,  Inc.",657
1996,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,Robin S. Sharma,eng,Intermediate,3.77,52031,genre fiction,"Amazon Digital Services,  Inc.",658
2011,Rules of Civility,Amor Towles,eng,Intermediate,3.99,75541,genre fiction,Penguin Group (USA) LLC,659
1970,Ringworld,Larry Niven,eng,Intermediate,3.96,76925,genre fiction,"Amazon Digital Services,  Inc.",660
2011,Between Shades of Gray,Ruta Sepetys,eng,Excellent,4.36,87718,genre fiction,"Amazon Digital Services,  Inc.",661
1996,Frindle,"Andrew Clements, Brian Selznick",en-US,Intermediate,3.79,83351,genre fiction,Macmillan,662
2009,Dog Days,Jeff Kinney,en-US,Excellent,4.14,78592,genre fiction,"Amazon Digital Services,  Inc.",663
2012,The Round House,Louise Erdrich,eng,Intermediate,3.91,67928,genre fiction,"Amazon Digital Services,  Inc.",664
1973,A Wind in the Door,Madeleine L'Engle,eng,Excellent,4.07,87277,genre fiction,"Amazon Digital Services,  Inc.",665
2012,Free Four: Tobias Tells the Divergent Story,Veronica Roth,eng,Excellent,4.18,81621,nonfiction,Hachette Book Group,666
2015,A Little Life,Hanya Yanagihara,eng,Excellent,4.27,66782,genre fiction,"Amazon Digital Services,  Inc.",667
2003,"Y: The Last Man, Vol. 1: Unmanned","Brian K. Vaughan, Pia Guerra, JosÃ© MarzÃ¡n Jr.",eng,Excellent,4.12,81326,genre fiction,"Amazon Digital Services,  Inc.",668
2011,The Alloy of Law,Brandon Sanderson,eng,Excellent,4.2,72185,genre fiction,"Amazon Digital Services,  Inc.",669
